desenvolvedor,variabilidade,fa_geral,qtd_commits_geral,qtd_commits_dl,qtd_commits_ac,qtd_arquivos,arquivo,qtd_commits_arquivo,fa_arquivo,ownership_perc,ownership_n,ownership_geral,ownership_geral_n,ownership_arquivo,ownership_arquivo_n,ownership_arquivo_perc,ownership_rlm,ownership_rlm_n
Paul Eggert,!  lint ||  __GNUC__,1,2.485,1.609,2.079,4,push.c,1,1,50.0,1.0,36.364,0.667,6,0.1016949152542373,0.3919007184846506,0.820065950198851,0.938609451948119
Joel E. Denny,!  yyoverflow || YYERROR_VERBOSE,0,2.197,1.792,1.386,3,push.c,1,0,50.0,1.0,62.5,1.0,7,0.11864406779661017,0.457217504898759,0.9069662474673379,1.0
Joel E. Denny,!  yyoverflow || YYERROR_VERBOSE,0,2.197,1.792,1.386,3,parse-gram.c,2,0,66.667,1.0,62.5,1.0,51,0.18411552346570398,0.24745269286754004,0.9069662474673379,1.0
Joel E. Denny,!  yyoverflow || YYERROR_VERBOSE,0,2.197,1.792,1.386,3,yacc.c,2,0,66.667,1.0,62.5,1.0,22,0.1375,0.2831767280216244,0.9069662474673379,1.0
Paul Eggert,!  yyoverflow || YYERROR_VERBOSE,1,2.197,1.386,1.792,3,yacc.c,1,1,33.333,0.5,37.5,0.6,23,0.14375,0.2960483974771528,0.5364167442462469,0.5914406911438725
Paul Eggert,!  yyoverflow || YYERROR_VERBOSE,1,2.197,1.386,1.792,3,parse-gram.c,1,1,33.333,0.5,37.5,0.6,52,0.18772563176895307,0.2523047064531781,0.5364167442462469,0.5914406911438725
Paul Eggert,!  yyoverflow || YYERROR_VERBOSE,1,2.197,1.386,1.792,3,push.c,1,1,50.0,1.0,37.5,0.6,8,0.13559322033898305,0.5225342913128674,0.8360017442462468,0.9217561806525257
Paul Eggert,! (HAVE_VPRINTF ||  vfprintf),1,1.099,1.099,0.0,1,complain.c,2,1,100.0,1.0,100.0,1.0,2,0.07407407407407407,0.8403361344537815,1.0095035098875704,1.0
Akim Demaille,! (_LIBC) &&  (__GNU_LIBRARY__) && __GNU_LIBRARY__ > 1,1,1.099,0.693,0.693,1,obstack.c,1,1,50.0,1.0,50.0,1.0,1,0.047619047619047616,0.47619047619047616,0.9075700315670454,1.0
Paul Eggert,! (_LIBC) &&  (__GNU_LIBRARY__) && __GNU_LIBRARY__ > 1,0,1.099,0.693,0.693,1,obstack.c,1,0,50.0,1.0,50.0,1.0,2,0.09523809523809523,0.9523809523809523,0.9075700315670454,1.0
Jesse Thilo,! (__GNUC__) || __GNUC__ < 2,1,1.099,0.693,0.693,1,alloca.c,1,1,50.0,1.0,50.0,1.0,1,0.034482758620689655,0.22988505747126436,0.9075700315670454,1.0
Paul Eggert,! (__GNUC__) || __GNUC__ < 2,0,1.099,0.693,0.693,1,alloca.c,1,0,50.0,1.0,50.0,1.0,2,0.06896551724137931,0.45977011494252873,0.9075700315670454,1.0
Paul Eggert,! (lint) ||  (__GNUC__),1,1.609,1.609,0.0,2,glr.c,2,1,100.0,1.0,100.0,1.0,28,0.2916666666666667,0.7970395673213777,1.0439178321606852,1.0
Paul Eggert,! (lint) ||  (__GNUC__),1,1.609,1.609,0.0,2,yacc.c,2,1,100.0,1.0,100.0,1.0,25,0.15625,0.32179173638820957,1.0439178321606852,1.0
Joel E. Denny,! HAVE_DUP2 && !  dup2,0,1.386,1.099,0.693,1,subpipe.c,2,0,66.667,1.0,66.667,1.0,5,0.13157894736842105,0.9633911368015414,0.9348862159002924,1.0
Paul Eggert,! HAVE_DUP2 && !  dup2,1,1.386,0.693,1.099,1,subpipe.c,1,1,33.333,0.5,33.333,0.5,6,0.15789473684210525,1.1560693641618498,0.5643367126792015,0.6036421364237862
Akim Demaille,! O_BINARY &&  _O_BINARY,1,1.099,1.099,0.0,1,loadmsgcat.c,2,1,100.0,1.0,100.0,1.0,2,0.05555555555555555,0.6134969325153374,1.0095035098875704,1.0
Akim Demaille,! PATH_MAX &&  MAXPATHLEN,1,1.099,1.099,0.0,1,dcigettext.c,2,1,100.0,1.0,100.0,1.0,2,0.03125,0.1893939393939394,1.0095035098875704,1.0
Akim Demaille,! PATH_MAX &&  _PC_PATH_MAX,1,1.099,1.099,0.0,1,dcigettext.c,2,1,100.0,1.0,100.0,1.0,4,0.0625,0.3787878787878788,1.0095035098875704,1.0
Akim Demaille,! S_ISDIR &&  S_IFDIR,1,1.099,0.693,0.693,1,tempname.c,1,1,50.0,1.0,50.0,1.0,1,0.0625,0.7352941176470589,0.9075700315670454,1.0
Paul Eggert,! S_ISDIR &&  S_IFDIR,0,1.099,0.693,0.693,1,tempname.c,1,0,50.0,1.0,50.0,1.0,2,0.125,1.4705882352941178,0.9075700315670454,1.0
Akim Demaille,! UINT64_MAX && ! uint64_t,1,1.099,0.693,0.693,1,tempname.c,1,1,50.0,1.0,50.0,1.0,3,0.1875,2.2058823529411766,0.9075700315670454,1.0
Paul Eggert,! UINT64_MAX && ! uint64_t,0,1.099,0.693,0.693,1,tempname.c,1,0,50.0,1.0,50.0,1.0,4,0.25,2.9411764705882355,0.9075700315670454,1.0
Akim Demaille,! _LIBC,1,1.946,1.946,0.0,3,bindtextdom.c,2,1,100.0,1.0,100.0,1.0,2,0.10526315789473684,2.4096385542168677,1.0665859667418565,1.0
Akim Demaille,! _LIBC,1,1.946,1.946,0.0,3,dcigettext.c,2,1,100.0,1.0,100.0,1.0,6,0.09375,0.5681818181818182,1.0665859667418565,1.0
Akim Demaille,! _LIBC,1,1.946,1.946,0.0,3,textdomain.c,2,1,100.0,1.0,100.0,1.0,2,0.15384615384615385,4.545454545454546,1.0665859667418565,1.0
Jesse Thilo,! _LIBC &&  __GLIBC__ && __GLIBC__ >= 2,1,1.609,1.099,1.099,2,getopt.c,1,1,50.0,1.0,50.0,1.0,1,0.017857142857142856,0.0999000999000999,0.8912378970124486,1.0
Jesse Thilo,! _LIBC &&  __GLIBC__ && __GLIBC__ >= 2,1,1.609,1.099,1.099,2,getopt1.c,1,1,50.0,1.0,50.0,1.0,1,0.045454545454545456,0.5319148936170213,0.8912378970124486,1.0
Paul Eggert,! _LIBC &&  __GLIBC__ && __GLIBC__ >= 2,0,1.609,1.099,1.099,2,getopt.c,1,0,50.0,1.0,50.0,1.0,2,0.03571428571428571,0.1998001998001998,0.8912378970124486,1.0
Paul Eggert,! _LIBC &&  __GLIBC__ && __GLIBC__ >= 2,0,1.609,1.099,1.099,2,getopt1.c,1,0,50.0,1.0,50.0,1.0,2,0.09090909090909091,1.0638297872340425,0.8912378970124486,1.0
Paul Eggert,! _LIBC &&  __GNU_LIBRARY__ && __GNU_LIBRARY__ > 1,1,1.099,1.099,0.0,1,obstack.c,2,1,100.0,1.0,100.0,1.0,4,0.19047619047619047,1.9047619047619047,1.0095035098875704,1.0
Akim Demaille,! _LIBC && ! HAVE_STRDUP,1,1.099,1.099,0.0,1,bindtextdom.c,2,1,100.0,1.0,100.0,1.0,4,0.21052631578947367,4.819277108433735,1.0095035098875704,1.0
Akim Demaille,! _LIBC && ! HAVE___ARGZ_COUNT,1,1.099,1.099,0.0,1,l10nflist.c,2,1,100.0,1.0,100.0,1.0,2,0.09090909090909091,1.5151515151515151,1.0095035098875704,1.0
Akim Demaille,! _LIBC && ! HAVE___ARGZ_NEXT,1,1.099,1.099,0.0,1,l10nflist.c,2,1,100.0,1.0,100.0,1.0,4,0.18181818181818182,3.0303030303030303,1.0095035098875704,1.0
Akim Demaille,! _LIBC && ! HAVE___ARGZ_STRINGIFY,1,1.099,1.099,0.0,1,l10nflist.c,2,1,100.0,1.0,100.0,1.0,6,0.2727272727272727,4.545454545454546,1.0095035098875704,1.0
Akim Demaille,! _Noreturn \,1,1.099,1.099,0.0,1,parse-gram.c,2,1,100.0,1.0,100.0,1.0,54,0.19494584837545126,0.26200873362445415,1.0095035098875704,1.0
Akim Demaille,! __STDC__ || !__STDC__,0,2.398,0.693,2.303,2,getopt.c,1,0,16.667,0.25,10.0,0.143,3,0.05357142857142857,0.2997002997002997,0.28493654029351445,0.30759145410551325
Jesse Thilo,! __STDC__ || !__STDC__,1,2.398,1.099,2.197,2,getopt.c,1,1,16.667,0.25,20.0,0.286,4,0.07142857142857142,0.3996003996003996,0.32359478413732656,0.3493233619360595
Jesse Thilo,! __STDC__ || !__STDC__,1,2.398,1.099,2.197,2,getopt1.c,1,1,25.0,0.333,20.0,0.286,3,0.13636363636363635,1.5957446808510638,0.3733258941373266,0.4030085243354621
Paul Eggert,! __STDC__ || !__STDC__,0,2.398,2.079,1.386,2,getopt.c,4,0,66.667,1.0,70.0,1.0,8,0.14285714285714285,0.7992007992007992,0.9263473886884144,1.0
Paul Eggert,! __STDC__ || !__STDC__,0,2.398,2.079,1.386,2,getopt1.c,3,0,75.0,1.0,70.0,1.0,6,0.2727272727272727,3.1914893617021276,0.9263473886884144,1.0
Paul Eggert,! iswcntrl && !HAVE_ISWCNTRL,1,1.099,1.099,0.0,1,mbswidth.c,2,1,100.0,1.0,100.0,1.0,2,0.13333333333333333,3.278688524590164,1.0095035098875704,1.0
Paul Eggert,! iswprint && !HAVE_ISWPRINT,1,1.099,1.099,0.0,1,mbswidth.c,2,1,100.0,1.0,100.0,1.0,4,0.26666666666666666,6.557377049180328,1.0095035098875704,1.0
Akim Demaille,! mbsinit && !HAVE_MBSINIT,1,1.099,0.693,0.693,1,quotearg.c,1,1,50.0,1.0,50.0,1.0,1,0.06666666666666667,0.8928571428571429,0.9075700315670454,1.0
Paul Eggert,! mbsinit && !HAVE_MBSINIT,0,1.099,0.693,0.693,1,quotearg.c,1,0,50.0,1.0,50.0,1.0,2,0.13333333333333333,1.7857142857142858,0.9075700315670454,1.0
Akim Demaille,! yyoverflow && ! YYSTACK_RELOCATE,1,1.099,1.099,0.0,2,yacc.c,1,1,100.0,1.0,100.0,1.0,26,0.1625,0.33466340584373794,1.0095035098875704,1.0
Akim Demaille,! yyoverflow && ! YYSTACK_RELOCATE,1,1.099,1.099,0.0,2,parse-gram.c,1,1,100.0,1.0,100.0,1.0,55,0.19855595667870035,0.2668607472100922,1.0095035098875704,1.0
Akim Demaille,!( (MSDOS) || ((_WIN32) && !(__CYGWIN32__))),0,1.099,0.693,0.693,1,files.c,1,0,50.0,1.0,50.0,1.0,1,0.023255813953488372,0.2032520325203252,0.9075700315670454,1.0
Richard M. Stallman,!( (MSDOS) || ((_WIN32) && !(__CYGWIN32__))),1,1.099,0.693,0.693,1,files.c,1,1,50.0,1.0,50.0,1.0,2,0.046511627906976744,0.4065040650406504,0.9075700315670454,1.0
Akim Demaille,!(PATH_MAX) && (MAXPATHLEN),1,1.099,1.099,0.0,1,dcgettext.c,2,1,100.0,1.0,100.0,1.0,2,0.0392156862745098,0.3053435114503817,1.0095035098875704,1.0
Akim Demaille,!(PATH_MAX) && (_PC_PATH_MAX),1,1.099,1.099,0.0,1,dcgettext.c,2,1,100.0,1.0,100.0,1.0,4,0.0784313725490196,0.6106870229007634,1.0095035098875704,1.0
Akim Demaille,!(__GNUC__) || (__GNUC__ < 2),1,1.609,1.099,1.099,2,ebitset.c,1,1,50.0,1.0,50.0,1.0,3,0.16666666666666666,2.6785714285714284,0.8912378970124486,1.0
Akim Demaille,!(__GNUC__) || (__GNUC__ < 2),1,1.609,1.099,1.099,2,lbitset.c,1,1,50.0,1.0,50.0,1.0,3,0.1875,3.6144578313253013,0.8912378970124486,1.0
Paul Eggert,!(__GNUC__) || (__GNUC__ < 2),0,1.609,1.099,1.099,2,ebitset.c,1,0,50.0,1.0,50.0,1.0,4,0.2222222222222222,3.5714285714285716,0.8912378970124486,1.0
Paul Eggert,!(__GNUC__) || (__GNUC__ < 2),0,1.609,1.099,1.099,2,lbitset.c,1,0,50.0,1.0,50.0,1.0,4,0.25,4.819277108433735,0.8912378970124486,1.0
Joel E. Denny,!(yyoverflow) || YYERROR_VERBOSE,1,2.197,2.303,0.0,3,yacc.c,3,1,100.0,1.0,112.5,1.0,29,0.18125,0.3732784142103231,1.0906151577150087,1.0
Joel E. Denny,!(yyoverflow) || YYERROR_VERBOSE,1,2.197,2.303,0.0,3,push.c,2,1,100.0,1.0,112.5,1.0,10,0.1694915254237288,0.6531678641410843,1.0906151577150087,1.0
Joel E. Denny,!(yyoverflow) || YYERROR_VERBOSE,1,2.197,2.303,0.0,3,parse-gram.c,4,0,133.333,1.0,112.5,1.0,59,0.21299638989169675,0.28626880155264434,1.0906151577150087,1.0
Paul Eggert,!(yyoverflow) || YYERROR_VERBOSE,0,2.197,0.693,2.079,3,parse-gram.c,1,1,33.333,0.25,12.5,0.111,60,0.21660649819494585,0.29112081513828236,0.3089579435924892,0.2832877770008252
Paul Eggert,!HAVE_DECL_GETENV && ! getenv && ! __GNU_LIBRARY__,1,1.099,1.099,0.0,1,getopt.c,2,1,100.0,1.0,100.0,1.0,10,0.17857142857142858,0.999000999000999,1.0095035098875704,1.0
Akim Demaille,!HAVE_STRCHR && ! _LIBC,1,2.398,2.398,0.0,5,dcgettext.c,2,1,100.0,1.0,100.0,1.0,6,0.11764705882352941,0.916030534351145,1.097036204528426,1.0
Akim Demaille,!HAVE_STRCHR && ! _LIBC,1,2.398,2.398,0.0,5,finddomain.c,2,1,100.0,1.0,100.0,1.0,2,0.14285714285714285,3.5714285714285716,1.097036204528426,1.0
Akim Demaille,!HAVE_STRCHR && ! _LIBC,1,2.398,2.398,0.0,5,l10nflist.c,2,1,100.0,1.0,100.0,1.0,8,0.36363636363636365,6.0606060606060606,1.097036204528426,1.0
